statement,source,link,veracity,tokens
"Says there are ""concrete examples"" of University of Texas job applicants or prospective applicants and students as well as invited speakers changing their minds because of handguns being allowed in campus buildings and classrooms.",Lisa Moore,/web/20180119171743/http://www.politifact.com/texas/statements/2016/aug/26/lisa-moore/professor-concrete-examples-teachers-students-spur/,1,"['Says', 'there', 'are', 'concrete', 'examples', 'of', 'University', 'of', 'Texas', 'job', 'applicants', 'or', 'prospective', 'applicants', 'and', 'students', 'as', 'well', 'as', 'invited', 'speakers', 'changing', 'their', 'minds', 'because', 'of', 'handguns', 'being', 'allowed', 'in', 'campus', 'buildings', 'and', 'classrooms']"
"Says Hillary Clinton ""wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than they're paying now.""",Donald Trump,/web/20180119171743/http://www.politifact.com/truth-o-meter/statements/2016/aug/26/donald-trump/clinton-wants-tax-african-american-businesses-50-p/,0,"['Says', 'Hillary', 'Clinton', 'wants', 'to', 'raise', 'taxes', 'on', 'African', 'American', 'owned', 'businesses', 'to', 'as', 'much', 'as', 'nearly', '50', 'percent', 'more', 'than', 'they', 're', 'paying', 'now']"
"On job creation numbers in the latest Start-Up NY report: ""This is a significant number of overcounts in the compilation that I’ve looked at.""",Robin Schimminger,/web/20180119171743/http://www.politifact.com/new-york/statements/2016/aug/26/robin-schimminger/explaining-startup-ny-report/,0,"['On', 'job', 'creation', 'numbers', 'in', 'the', 'latest', 'Start', 'Up', 'NY', 'report', 'This', 'is', 'a', 'significant', 'number', 'of', 'overcounts', 'in', 'the', 'compilation', 'that', 'I', 've', 'looked', 'at']"
"Says Ron Johnson ""voted five times for tax breaks that help companies ship Wisconsin jobs overseas.""",Russ  Feingold,/web/20180119171743/http://www.politifact.com/wisconsin/statements/2016/aug/26/russ-feingold/feingold-johnson-voted-five-times-tax-breaks-help-/,0,"['Says', 'Ron', 'Johnson', 'voted', 'five', 'times', 'for', 'tax', 'breaks', 'that', 'help', 'companies', 'ship', 'Wisconsin', 'jobs', 'overseas']"
"""The fact is"" the Clinton Foundation has ""got about 80 percent in overhead and 20 percent of the money is actually getting into the places it should.""",Reince Priebus,/web/20180119171747/http://www.politifact.com/truth-o-meter/statements/2016/aug/25/reince-priebus/reince-priebus-false-claim-80-clinton-foundation-c/,0,"['The', 'fact', 'is', 'the', 'Clinton', 'Foundation', 'has', 'got', 'about', '80', 'percent', 'in', 'overhead', 'and', '20', 'percent', 'of', 'the', 'money', 'is', 'actually', 'getting', 'into', 'the', 'places', 'it', 'should']"
"Says Marco Rubio ""voted against the bipartisan Violence Against Women Act.""",Patrick Murphy,/web/20180119171747/http://www.politifact.com/florida/statements/2016/aug/24/patrick-murphy/rubio-voted-against-violence-against-women-act-mur/,1,"['Says', 'Marco', 'Rubio', 'voted', 'against', 'the', 'bipartisan', 'Violence', 'Against', 'Women', 'Act']"
"Says Scott Walker's ""listening sessions"" are ""invite-only and excluding the press.""",Dana Wachs,/web/20180119171747/http://www.politifact.com/wisconsin/statements/2016/aug/24/dana-wachs/general-public-and-press-not-allowed-attend-gov-sc/,1,"['Says', 'Scott', 'Walker', 's', 'listening', 'sessions', 'are', 'invite', 'only', 'and', 'excluding', 'the', 'press']"
"""Almost half a million people are still eligible (for DACA), particularly in the Asian-American and Pacific Islander community.""",Hillary Clinton,/web/20180119171750/http://www.politifact.com/truth-o-meter/statements/2016/aug/22/hillary-clinton/clinton-says-almost-half-million-people-still-elig/,1,"['Almost', 'half', 'a', 'million', 'people', 'are', 'still', 'eligible', 'for', 'DACA', 'particularly', 'in', 'the', 'Asian', 'American', 'and', 'Pacific', 'Islander', 'community']"
"""In Congress right now, we're doing the best job we have ever done in women in the federal legislature,"" but it’s still only ""19 percent.""",Tim Kaine,/web/20180119171750/http://www.politifact.com/truth-o-meter/statements/2016/aug/22/tim-kaine/tim-kaine-correct-about-how-poorly-us-fares-percen/,1,"['In', 'Congress', 'right', 'now', 'we', 're', 'doing', 'the', 'best', 'job', 'we', 'have', 'ever', 'done', 'in', 'women', 'in', 'the', 'federal', 'legislature', 'but', 'it', 's', 'still', 'only', '19', 'percent']"
"Says Hillary Clinton is ""proposing to print instant work permits for millions of illegal immigrants to come in and take everybody's jobs, including low-income African-Americans.""",Donald Trump,/web/20180119171750/http://www.politifact.com/wisconsin/statements/2016/aug/18/donald-trump/hillary-clinton-want-millions-illegal-immigrants-t/,0,"['Says', 'Hillary', 'Clinton', 'is', 'proposing', 'to', 'print', 'instant', 'work', 'permits', 'for', 'millions', 'of', 'illegal', 'immigrants', 'to', 'come', 'in', 'and', 'take', 'everybody', 's', 'jobs', 'including', 'low', 'income', 'African', 'Americans']"
"""While introducing Donald Trump, former New York City Mayor Rudy Giuliani omitted the September 11, 2001, strikes as a ‘successful’ terrorist attack during the eight years before President Obama’s 2008 election.""",John Burton,/web/20180119171750/http://www.politifact.com/california/statements/2016/aug/18/john-burton/top-california-democrat-seizes-911-omission-donald/,1,"['While', 'introducing', 'Donald', 'Trump', 'former', 'New', 'York', 'City', 'Mayor', 'Rudy', 'Giuliani', 'omitted', 'the', 'September', '11', '2001', 'strikes', 'as', 'a', 'successful', 'terrorist', 'attack', 'during', 'the', 'eight', 'years', 'before', 'President', 'Obama', 's', '2008', 'election']"
"""Today California is kicking our butt, creating more jobs and more economic growth than Texas.""",Julián Castro,/web/20180119171750/http://www.politifact.com/texas/statements/2016/aug/17/julian-castro/julian-castro-says-california-besting-texas-creati/,1,"['Today', 'California', 'is', 'kicking', 'our', 'butt', 'creating', 'more', 'jobs', 'and', 'more', 'economic', 'growth', 'than', 'Texas']"
"""Most Americans support"" the legalization of marijuana.",Gary Johnson,/web/20180119171753/http://www.politifact.com/truth-o-meter/statements/2016/aug/17/gary-johnson/gary-johnson-correct-most-americans-support-legali/,1,"['Most', 'Americans', 'support', 'the', 'legalization', 'of', 'marijuana']"
"""Under those eight years before (Barack) Obama came along, we didn’t have any successful radical Islamic terrorist attack in the United States"" since Sept. 11, 2001.",Rudy Giuliani,/web/20180119171753/http://www.politifact.com/truth-o-meter/statements/2016/aug/16/rudy-giuliani/aside-from-911-rudy-giuliani-wrong-about-no-terr/,0,"['Under', 'those', 'eight', 'years', 'before', 'Barack', 'Obama', 'came', 'along', 'we', 'didn', 't', 'have', 'any', 'successful', 'radical', 'Islamic', 'terrorist', 'attack', 'in', 'the', 'United', 'States', 'since', 'Sept', '11', '2001']"
"""I had previously said that NATO was obsolete because it failed to deal adequately with terrorism. Since my comments, they have changed their policy and now have a new division focused on terror threats.""",Donald Trump,/web/20180119171753/http://www.politifact.com/truth-o-meter/statements/2016/aug/16/donald-trump/donald-trump-mischaracterizes-nato-change-and-his-/,0,"['I', 'had', 'previously', 'said', 'that', 'NATO', 'was', 'obsolete', 'because', 'it', 'failed', 'to', 'deal', 'adequately', 'with', 'terrorism', 'Since', 'my', 'comments', 'they', 'have', 'changed', 'their', 'policy', 'and', 'now', 'have', 'a', 'new', 'division', 'focused', 'on', 'terror', 'threats']"
"""50% of Hispanic students count on Pell Grants to pay for college.""",Ruben Hinojosa,/web/20180119171753/http://www.politifact.com/texas/statements/2016/aug/15/ruben-hinojosa/texas-democrat-says-half-hispanic-college-students/,1,"['50', 'of', 'Hispanic', 'students', 'count', 'on', 'Pell', 'Grants', 'to', 'pay', 'for', 'college']"
"Donald Trump is ""against marriage equality. He wants to go back.""",Sean Patrick Maloney,/web/20180119171757/http://www.politifact.com/new-york/statements/2016/aug/14/sean-patrick-maloney/donald-trump-against-same-sex-marriage/,1,"['Donald', 'Trump', 'is', 'against', 'marriage', 'equality', 'He', 'wants', 'to', 'go', 'back']"
"Says that since lawmakers acted, ""we have 130 new businesses across Texas doing helicopter hog hunts.""",Sid Miller,/web/20180119171757/http://www.politifact.com/texas/statements/2016/aug/12/sid-miller/sid-miller-incorrectly-says-law-he-authored-touche/,0,"['Says', 'that', 'since', 'lawmakers', 'acted', 'we', 'have', '130', 'new', 'businesses', 'across', 'Texas', 'doing', 'helicopter', 'hog', 'hunts']"
"Hillary Clinton ""has already said she's going to wipe out the Second Amendment. She doesn't believe in the First Amendment. And, she also believes in big government, which flies in the face of the 10th Amendment""",Chris Collins,/web/20180119171757/http://www.politifact.com/new-york/statements/2016/aug/12/chris-collins/clintons-views-do-not-go-against-constitution/,0,"['Hillary', 'Clinton', 'has', 'already', 'said', 'she', 's', 'going', 'to', 'wipe', 'out', 'the', 'Second', 'Amendment', 'She', 'doesn', 't', 'believe', 'in', 'the', 'First', 'Amendment', 'And', 'she', 'also', 'believes', 'in', 'big', 'government', 'which', 'flies', 'in', 'the', 'face', 'of', 'the', '10th', 'Amendment']"
"""The climate hasn't warmed in quite a few years. That is proven scientifically.""",Ron Johnson,/web/20180119171757/http://www.politifact.com/wisconsin/statements/2016/aug/12/ron-johnson/no-climate-warming-quite-few-years-gop-sen-ron-joh/,0,"['The', 'climate', 'hasn', 't', 'warmed', 'in', 'quite', 'a', 'few', 'years', 'That', 'is', 'proven', 'scientifically']"
"""California is home to the largest death row population in the Western Hemisphere.""",Yes On 62  campaign to abolish California's death penalty,/web/20180119171757/http://www.politifact.com/california/statements/2016/aug/12/yes-62-death-penalty-repeal/does-california-have-largest-death-row-western-hem/,1,"['California', 'is', 'home', 'to', 'the', 'largest', 'death', 'row', 'population', 'in', 'the', 'Western', 'Hemisphere']"
"Says Hillary Clinton ""doesn’t believe in your right to keep a gun at home for self-defense.""",National Rifle Association,/web/20180119171757/http://www.politifact.com/north-carolina/statements/2016/aug/11/national-rifle-association/nra-ad-falsely-says-clinton-doesnt-believe-your-ri/,0,"['Says', 'Hillary', 'Clinton', 'doesn', 't', 'believe', 'in', 'your', 'right', 'to', 'keep', 'a', 'gun', 'at', 'home', 'for', 'self', 'defense']"
Overdosing is now the number one accidental killer in our Commonwealth.,Josh Shapiro,/web/20180119171757/http://www.politifact.com/pennsylvania/statements/2016/aug/11/josh-shapiro/surprising-stats-car-crashes-and-overdoses-pennsyl/,1,"['Overdosing', 'is', 'now', 'the', 'number', 'one', 'accidental', 'killer', 'in', 'our', 'Commonwealth']"
Says President Bill Clinton did not sign NAFTA.,NowThis,/web/20180119171757/http://www.politifact.com/punditfact/statements/2016/aug/11/nowthis/nowthis-news-site-says-donald-trump-wrong-and-bill/,0,"['Says', 'President', 'Bill', 'Clinton', 'did', 'not', 'sign', 'NAFTA']"
"""The Obama-Clinton war on coal has cost Michigan over 50,000 jobs.""",Donald Trump,/web/20180119171800/http://www.politifact.com/truth-o-meter/statements/2016/aug/09/donald-trump/donald-trump-exaggerates-michigan-job-losses-coal-/,0,"['The', 'Obama', 'Clinton', 'war', 'on', 'coal', 'has', 'cost', 'Michigan', 'over', '50', '000', 'jobs']"
"Says in 2012 ""Obama won in every state that did not require a photo ID and lost in every state that did require a photo ID in order to vote.""",Viral image,/web/20180119171800/http://www.politifact.com/truth-o-meter/statements/2016/aug/09/viral-image/viral-post-claiming-voter-fraud-2012-election-errs/,0,"['Says', 'in', '2012', 'Obama', 'won', 'in', 'every', 'state', 'that', 'did', 'not', 'require', 'a', 'photo', 'ID', 'and', 'lost', 'in', 'every', 'state', 'that', 'did', 'require', 'a', 'photo', 'ID', 'in', 'order', 'to', 'vote']"
Says the media distorted what happened with a baby at his rally.,Donald Trump,/web/20180119171800/http://www.politifact.com/truth-o-meter/statements/2016/aug/08/donald-trump/donald-trump-accurately-says-media-wrong-he-kicked/,1,"['Says', 'the', 'media', 'distorted', 'what', 'happened', 'with', 'a', 'baby', 'at', 'his', 'rally']"
"Donald Trump says ""all Mexicans are rapists.""",Tim Kaine,/web/20180119171800/http://www.politifact.com/virginia/statements/2016/aug/08/tim-kaine/tim-kaine-falsely-says-trump-said-all-mexicans-are/,0,"['Donald', 'Trump', 'says', 'all', 'Mexicans', 'are', 'rapists']"
"In Buffalo's SolarCity project, ""Andrew Cuomo will create maybe 500 jobs if it ever happens at all, at about $1.5 million per job.""",Carl Paladino,/web/20180119171804/http://www.politifact.com/new-york/statements/2016/aug/05/carl-paladino/state-money-solarcity-buys-more-500-jobs/,0,"['In', 'Buffalo', 's', 'SolarCity', 'project', 'Andrew', 'Cuomo', 'will', 'create', 'maybe', '500', 'jobs', 'if', 'it', 'ever', 'happens', 'at', 'all', 'at', 'about', '1', '5', 'million', 'per', 'job']"
"Says he saw videotape ""of the people taking the money off the plane"" to pay ransom to Iran for hostages.",Donald Trump,/web/20180119171804/http://www.politifact.com/truth-o-meter/statements/2016/aug/05/donald-trump/donald-trump-says-he-didnt-see-video-cash-being-tr/,0,"['Says', 'he', 'saw', 'videotape', 'of', 'the', 'people', 'taking', 'the', 'money', 'off', 'the', 'plane', 'to', 'pay', 'ransom', 'to', 'Iran', 'for', 'hostages']"
"""The mosquito population in South Florida is larger than it is in many other communities in the country.""",Josh Earnest,/web/20180119171804/http://www.politifact.com/florida/statements/2016/aug/05/josh-earnest/surprise-zika-south-florida-fosters-mosquitoes/,1,"['The', 'mosquito', 'population', 'in', 'South', 'Florida', 'is', 'larger', 'than', 'it', 'is', 'in', 'many', 'other', 'communities', 'in', 'the', 'country']"
"In Arizona, ""there are only one and a half (Border Patrol) agents per every 10 square miles.""",Kelly Terry-Willis,/web/20180119171804/http://www.politifact.com/arizona/statements/2016/aug/04/kelly-terry-willis/sister-border-patrol-agent-killed-near-arizona-bor/,0,"['In', 'Arizona', 'there', 'are', 'only', 'one', 'and', 'a', 'half', 'Border', 'Patrol', 'agents', 'per', 'every', '10', 'square', 'miles']"
"""Youth unemployment is through the roof.""",Donald Trump,/web/20180119171804/http://www.politifact.com/truth-o-meter/statements/2016/aug/04/donald-trump/ama-trump-exaggerates-youth-unemployment/,0,"['Youth', 'unemployment', 'is', 'through', 'the', 'roof']"
"""Illinois suffered 1,652 overdose deaths in 2014 ... of which 40 percent were associated with heroin. Illinois is ranked number one in the nation for a decline in treatment capacity between 2007 and 2012, and is now ranked the third worst in the country for state-funded treatment capacity.""",Richard Durbin,/web/20180119171804/http://www.politifact.com/illinois/statements/2016/aug/04/richard-durbin/40-percent-drug-overdose-deaths-involve-heroin/,1,"['Illinois', 'suffered', '1', '652', 'overdose', 'deaths', 'in', '2014', 'of', 'which', '40', 'percent', 'were', 'associated', 'with', 'heroin', 'Illinois', 'is', 'ranked', 'number', 'one', 'in', 'the', 'nation', 'for', 'a', 'decline', 'in', 'treatment', 'capacity', 'between', '2007', 'and', '2012', 'and', 'is', 'now', 'ranked', 'the', 'third', 'worst', 'in', 'the', 'country', 'for', 'state', 'funded', 'treatment', 'capacity']"
"Says ""Danny Tarkanian … wants to defund Planned Parenthood and would outlaw a woman's right to choose, even in cases of rape or incest.""",Jacky Rosen,/web/20180119171804/http://www.politifact.com/nevada/statements/2016/aug/04/jacky-rosen/democrat-correctly-points-out-tarkanians-long-held/,1,"['Says', 'Danny', 'Tarkanian', 'wants', 'to', 'defund', 'Planned', 'Parenthood', 'and', 'would', 'outlaw', 'a', 'woman', 's', 'right', 'to', 'choose', 'even', 'in', 'cases', 'of', 'rape', 'or', 'incest']"
